;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
24049;Departamento;Ventanilla;2;1;0;75;1390.0;750.0;41.0
24050;Departamento;Santa Anita;2;1;0;60;1350.0;598.0;39.0
24051;Departamento;Ate;3;3;3;260;10000.0;3600.0;6000.0
24052;Departamento;Breña;1;0;0;41;2200.0;343.0;24.0
24053;Edificio completo;Rímac;0;12;0;1000;10000.0;;
24054;Local comercial;Rímac;0;1;0;143;16000.0;2220.0;1257.0
24055;Departamento;Lurín;2;1;1;85;2100.0;500.0;1325.0
24056;Departamento;Santiago de Surco;2;0;1;160;8000.0;1970.0;
24057;Flat;Jesús María;1;1;1;46;3000.0;900.0;220.0
24058;Departamento;Breña;2;0;0;79;2600.0;718.0;79.0
24059;Local comercial;Pachacámac;0;0;0;300;13500.0;7300.0;1750.0
24060;Tienda/Salón;Chaclacayo;0;0;0;43;2000.0;;
24061;Departamento;Pucusana;3;0;0;149;2000.0;890.0;52.0
24062;Departamento;Comas;2;0;0;60;3000.0;734.0;
24063;Terreno;Ancón;0;0;0;1200;1800.0;;
24064;Departamento;Ate;4;3;3;183;9500.0;3400.0;
24065;Departamento;San Borja;3;0;0;100;4000.0;1000.0;
24066;Departamento;Barranco;3;0;0;65;1200.0;165.0;20.0
24067;Departamento;San Bartolo;3;0;0;124;2800.0;1350.0;180.0
24068;Casa de villa;Los Olivos;1;0;0;36;700.0;;
24069;Departamento;San Miguel;1;0;0;45;1200.0;300.0;
24070;Local comercial;Ancón;0;0;0;30;900.0;574.0;170.0
24071;Departamento;San Bartolo;2;0;0;75;2300.0;878.0;
24072;Local comercial;Rímac;0;0;0;150;25000.0;2400.0;694.0
24073;Edificio completo;Pachacámac;0;2;0;950;35000.0;;2700.0
24074;Flat;San Borja;1;1;0;43;1887.0;2117.0;495.0
24075;Departamento;San Martín de Porres;2;1;1;53;1300.0;430.0;28.0
24076;Departamento;Ventanilla;1;0;0;36;1050.0;385.0;
24077;Casa de villa;Los Olivos;3;0;0;90;1200.0;;
24078;Casa;San Isidro;1;0;0;65;650.0;;
24079;Casa en condominio;Jesús María;3;2;3;544;20000.0;1800.0;1600.0
24080;Tienda/Salón;Jesús María;0;1;0;31;1200.0;485.0;230.0
24081;Departamento;Villa El Salvador;2;0;1;65;2500.0;700.0;35.0
24082;Casa en condominio;Ate;5;0;3;600;15000.0;2200.0;1400.0
24083;Departamento;Comas;2;0;0;90;1200.0;;
24084;Departamento;Rímac;2;2;1;100;6700.0;1211.0;320.0
24085;Departamento;Rímac;3;2;1;130;6000.0;3274.0;741.0
24086;Departamento;Jesús María;3;3;1;90;1600.0;650.0;171.0
24087;Local comercial;Callao;0;1;0;28;1000.0;731.0;
24088;Local comercial;Chorrillos;0;1;0;50;2000.0;1394.0;264.0
24089;Departamento;San Borja;4;1;0;370;14000.0;3000.0;3500.0
24090;Departamento;Ate;3;2;3;126;5500.0;2180.0;677.0
24091;Departamento;Ate;1;1;0;54;1700.0;1710.0;290.0
24092;Departamento;Ate;6;3;3;360;9600.0;1600.0;750.0
24093;Casa;Ate;6;6;6;610;20000.0;;400.0
24094;Casa;Lince;4;1;4;386;2400.0;;
24095;Departamento;Chorrillos;1;0;0;33;1970.0;583.0;
24096;Departamento;San Borja;3;1;0;100;2900.0;1200.0;
24097;Departamento;Ancón;2;0;0;60;800.0;;
24098;Casa en condominio;Ate;4;4;3;260;10000.0;1200.0;1100.0
24099;Departamento;Rímac;2;1;0;100;3500.0;1390.0;390.0
24100;Departamento;Chorrillos;2;0;0;70;2300.0;740.0;440.0
24101;Departamento;Callao;2;1;0;44;900.0;560.0;15.0
24102;Tienda/Salón;San Borja;0;0;0;230;15000.0;;
24103;Flat;Rímac;1;1;1;60;5500.0;1900.0;200.0
24104;Local comercial;Pachacámac;0;0;0;283;9500.0;3600.0;1478.0
24105;Departamento;Ate;2;1;1;95;2600.0;1420.0;199.0
24106;Departamento;Ate;1;1;0;71;1950.0;970.0;240.0
24107;Habitación;San Borja;1;0;0;35;2000.0;430.0;40.0
24108;Local comercial;Ate;0;1;0;36;1350.0;582.0;205.0
24109;Departamento;Chorrillos;2;1;1;94;5600.0;1086.0;
24110;Departamento;Ancón;2;1;1;90;3200.0;1200.0;1500.0
24111;Tienda/Salón;Lince;0;0;60;60;2100.0;100.0;
24112;Departamento;Ate;3;2;1;127;3500.0;1597.0;
24113;Departamento;San Miguel;2;1;1;82;2600.0;851.0;
24114;Departamento;Callao;2;0;0;50;1100.0;320.0;14.0
24115;Local comercial;Pachacámac;0;0;0;32;500.0;402.0;
24116;Local comercial;Pachacámac;0;0;0;380;2500.0;1277.0;723.0
24117;Local comercial;Pachacámac;0;0;0;393;35438.0;10909.0;1439.0
24118;Departamento;Ate;3;1;1;75;1600.0;956.0;1000.0
24119;Departamento;Pueblo Libre;2;1;1;92;3800.0;1100.0;323.0
24120;Habitación;San Borja;1;0;0;32;1050.0;714.0;
24121;Tienda/Salón;Jesús María;0;1;0;94;6000.0;1765.0;713.0
24122;Departamento;San Borja;3;0;0;136;2900.0;1505.0;100.0
24123;Departamento;Ate;4;3;2;270;12000.0;3550.0;1560.0
24124;Departamento;La Punta;2;1;0;66;1100.0;532.0;
24125;Casa comercial;La Punta;0;0;0;400;8000.0;;
24126;Local comercial;Ate;0;1;0;25;1500.0;750.0;112.0
24127;Local comercial;Pachacámac;0;0;0;528;10000.0;4791.0;1940.0
24128;Habitación;San Borja;1;0;0;27;1200.0;450.0;
24129;Departamento;Pueblo Libre;2;3;1;338;13000.0;2076.0;1826.0
24130;Departamento;San Borja;1;0;0;28;2300.0;600.0;
24131;Departamento;Jesús María;3;2;1;84;1600.0;690.0;171.0
24132;Departamento;Ate;6;3;4;360;8500.0;1600.0;750.0
24133;Tienda/Salón;Ate;0;1;0;120;4200.0;1550.0;1200.0
24134;Tienda/Salón;Ate;0;0;0;35;2500.0;450.0;122.0
24135;Departamento;Surquillo;1;0;0;65;1300.0;390.0;26.0
24136;Local comercial;Ate;0;1;0;30;1000.0;800.0;
24137;Departamento;Los Olivos;3;2;0;70;1100.0;340.0;10.0
24138;Casa en condominio;Jesús María;4;2;3;156;3500.0;900.0;330.0
24139;Departamento;Comas;3;1;1;118;3800.0;2026.0;243.0
24140;Departamento;La Perla;2;1;0;85;1300.0;680.0;25.0
24141;Habitación;San Borja;0;0;0;18;930.0;315.0;
24142;Departamento;Ate;3;2;1;120;2900.0;1500.0;310.0
24143;Casa en condominio;Ate;4;2;2;385;7500.0;1150.0;750.0
24144;Local comercial;Pachacámac;0;0;0;42;600.0;563.0;840.0
24145;Local comercial;Chorrillos;0;6;0;483;32000.0;18767.0;
24146;Tienda/Salón;Lince;0;0;0;50;900.0;;
24147;Departamento;Ate;4;4;4;330;12000.0;3350.0;
24148;Tienda/Salón;Jesús María;0;1;0;86;4000.0;850.0;
24149;Departamento;San Miguel;3;0;0;147;1900.0;;172.0
24150;Departamento;Pueblo Libre;3;0;1;72;2800.0;950.0;
24151;Local comercial;Ate;0;1;0;38;1100.0;830.0;100.0
24152;Departamento;Comas;2;1;1;86;5500.0;1500.0;
24153;Casa;Ate;4;3;4;300;15000.0;1100.0;1070.0
24154;Casa;La Perla;2;0;0;70;900.0;;
24155;Casa en condominio;Ate;4;2;4;600;35000.0;900.0;
24156;Departamento;Ate;3;3;3;227;7000.0;2750.0;
24157;Casa en condominio;Ate;4;16;4;400;10000.0;2100.0;1500.0
24158;Local comercial;Punta Hermosa;0;1;0;34;1200.0;698.0;149.0
24159;Departamento;Chorrillos;3;0;0;80;1000.0;180.0;13.0
24160;Departamento;San Borja;3;1;1;260;6500.0;1900.0;4000.0
24161;Departamento;Villa El Salvador;3;1;1;140;3800.0;634.0;146.0
24162;Departamento;Punta Hermosa;2;1;1;86;3300.0;1865.0;
24163;Habitación;Comas;1;0;1;40;1500.0;600.0;
24164;Local comercial;Jesús María;0;0;0;32;1350.0;450.0;166.0
24165;Flat;Rímac;2;1;0;78;6100.0;2200.0;163.0
24166;Departamento;Jesús María;3;2;1;85;2200.0;772.0;
24167;Local comercial;Pachacámac;0;0;0;159;3700.0;6016.0;894.0
24168;Departamento;Lince;2;1;0;58;1100.0;450.0;
24169;Departamento;Villa El Salvador;3;1;0;110;4000.0;900.0;
24170;Departamento;Comas;4;2;1;230;10900.0;3218.0;
24171;Departamento;Santiago de Surco;4;2;1;200;10000.0;3700.0;544.0
24172;Departamento;San Borja;3;2;1;140;3900.0;1650.0;230.0
24173;Departamento;San Borja;2;0;1;200;8000.0;1500.0;
24174;Local comercial;Ate;0;1;0;28;4000.0;2758.0;
24175;Departamento;Jesús María;2;2;1;76;1990.0;920.0;44.0
24176;Departamento;Punta Hermosa;3;3;2;447;13000.0;9700.0;2100.0
24177;Departamento;Rímac;3;1;1;130;7000.0;2470.0;450.0
24178;Departamento;Jesús María;3;0;1;96;2500.0;1.0;
24179;Casa en condominio;Jesús María;4;3;4;220;4500.0;2150.0;370.0
24180;Departamento;San Borja;3;1;1;183;3400.0;1440.0;
24181;Local comercial;Pachacámac;0;0;0;39;1250.0;940.0;
24182;Local comercial;Chorrillos;0;0;0;40;1850.0;550.0;215.0
24183;Departamento;Ate;2;2;2;110;4500.0;1250.0;1500.0
24184;Casa;San Luis;1;0;0;160;5500.0;;
24185;Terreno;La Punta;0;0;0;1716;17700.0;;167.0
24186;Departamento;Lurín;1;0;0;40;1500.0;525.0;
24187;Departamento;San Borja;4;4;2;190;8000.0;2600.0;610.0
24188;Habitación;Chorrillos;1;0;0;17;1000.0;476.0;
24189;Casa en condominio;Jesús María;4;4;2;180;5000.0;860.0;664.0
24190;Almacén;Santa María del Mar;0;4;0;1900;8800.0;;1800.0
24191;Departamento;Ate;4;0;4;236;10000.0;3900.0;977.0
24192;Departamento;Rímac;3;2;3;300;15000.0;5000.0;1900.0
24193;Local comercial;Callao;0;1;0;27;700.0;284.0;56.0
24194;Departamento;San Luis;3;2;1;149;2800.0;1024.0;
24195;Casa;Breña;3;1;2;360;3200.0;;
24196;Local comercial;Villa El Salvador;0;6;0;353;30010.0;8718.0;1678.0
24197;Habitación;San Miguel;1;0;0;25;1000.0;346.0;
24198;Departamento;Ate;4;3;2;200;6000.0;1992.0;
24199;Departamento;San Borja;1;0;1;38;4000.0;;
24200;Casa;Lince;2;1;0;60;800.0;;
24201;Departamento;Chorrillos;3;1;1;98;3300.0;820.0;100.0
24202;Habitación;San Borja;1;0;0;30;1500.0;640.0;35.0
24203;Departamento;Jesús María;3;1;1;90;2000.0;990.0;131.0
24204;Local comercial;Pachacámac;0;0;0;292;13000.0;4690.0;1128.0
24205;Departamento;Ate;3;2;1;76;2500.0;720.0;62.0
24206;Departamento;Jesús María;2;1;1;70;2400.0;500.0;900.0
24207;Departamento;Rímac;2;1;0;90;4200.0;1070.0;160.0
24208;Departamento;San Bartolo;2;1;1;80;4000.0;1125.0;182.0
24209;Departamento;San Borja;1;0;0;40;2700.0;;
24210;Local comercial;La Punta;0;0;0;25;400.0;541.0;
24211;Local comercial;Chorrillos;0;2;0;200;20000.0;5600.0;1600.0
24212;Departamento;Puente Piedra;2;0;0;60;1300.0;402.0;32.0
24213;Departamento;San Miguel;2;0;0;70;1800.0;380.0;18.0
24214;Local comercial;Pachacámac;0;4;0;350;17500.0;7631.0;1825.0
24215;Flat;Comas;1;0;0;46;6000.0;;
24216;Local comercial;Jesús María;0;1;0;20;1150.0;405.0;
24217;Departamento;Ate;3;2;1;120;6500.0;1196.0;
24218;Local comercial;Pachacámac;0;0;0;300;18000.0;2500.0;695.0
24219;Departamento;Comas;2;1;1;86;10000.0;;
24220;Departamento;San Borja;4;0;3;203;7500.0;1739.0;553.0
24221;Casa comercial;El Agustino;0;5;0;400;5500.0;;
24222;Departamento;Pucusana;3;1;0;148;2600.0;1430.0;
24223;Casa;San Miguel;5;1;0;139;3500.0;;545.0
24224;Departamento;Ate;5;4;5;329;9500.0;2000.0;11800.0
24225;Flat;Lince;1;1;0;40;1200.0;800.0;
24226;Local comercial;Ate;0;0;0;50;2000.0;1000.0;2600.0
24227;Local comercial;San Bartolo;0;0;0;20;4500.0;1316.0;150.0
24228;Departamento;Lurigancho;2;1;0;73;3100.0;950.0;150.0
24229;Departamento;Comas;4;2;3;300;15000.0;4500.0;
24230;Flat;Ate;1;1;1;65;2300.0;1562.0;306.0
24231;Local comercial;Ate;0;1;0;36;1200.0;850.0;210.0
24232;Local comercial;Ate;0;6;0;202;9000.0;5507.0;11200.0
24233;Departamento;Ate;2;1;1;80;2900.0;1200.0;
24234;Departamento;Ate;4;3;4;234;8000.0;2885.0;625.0
24235;Departamento;San Borja;3;1;0;100;3500.0;1039.0;178.0
24236;Departamento;La Perla;3;2;1;124;5000.0;990.0;340.0
24237;Departamento;Santa Anita;2;1;0;84;1200.0;136.0;
24238;Departamento;Santiago de Surco;3;1;1;130;4900.0;2100.0;250.0
24239;Departamento;Rímac;3;1;0;155;7500.0;1700.0;497.0
24240;Departamento;Ate;2;1;1;75;2450.0;980.0;119.0
24241;Local comercial;San Borja;0;1;0;330;10000.0;2150.0;1435.0
24242;Departamento;Lurín;1;0;1;44;1600.0;580.0;28.0
24243;Casa en condominio;Ate;5;4;5;400;8500.0;2135.0;1462.0
24244;Departamento;Ate;3;2;1;124;3500.0;1100.0;4890.0
24245;Local comercial;Ate;0;1;0;35;1500.0;677.0;206.0
24246;Departamento;Chaclacayo;2;0;0;60;1000.0;470.0;
24247;Departamento;Comas;2;1;2;120;4000.0;1450.0;3367.0
24248;Departamento;Pueblo Libre;3;2;3;380;7700.0;2534.0;
24249;Casa en condominio;Ate;4;4;4;700;20000.0;;
24250;Flat;San Borja;1;0;0;56;1500.0;1928.0;211.0
24251;Departamento;Breña;3;0;0;120;3200.0;1300.0;150.0
24252;Tienda/Salón;Cieneguilla;0;0;0;120;800.0;;
24253;Local comercial;La Perla;0;1;0;40;3500.0;1000.0;360.0
24254;Casa;Rímac;4;1;4;371;30000.0;3200.0;
24255;Local comercial;Ate;0;1;0;54;2500.0;1200.0;150.0
24256;Departamento;Jesús María;4;2;4;156;3000.0;800.0;370.0
24257;Local comercial;Pachacámac;0;0;0;342;13000.0;8229.0;1500.0
24258;Departamento;Comas;3;1;0;102;4000.0;1451.0;
24259;Departamento;Lurigancho;2;1;1;85;2500.0;1500.0;103.0
24260;Casa en condominio;Ancón;2;1;0;72;1000.0;160.0;
24261;Departamento;Santa Anita;2;0;0;65;1400.0;423.0;135.0
24262;Departamento;San Borja;3;2;0;140;3900.0;1750.0;380.0
24263;Departamento;San Juan de Lurigancho;2;0;0;75;2000.0;470.0;80.0
24264;Departamento;Jesús María;3;1;1;89;3000.0;600.0;
24265;Local comercial;Comas;0;3;0;86;2800.0;1700.0;
24266;Departamento;Rímac;3;1;1;120;8300.0;1990.0;284.0
24267;Departamento;Rímac;3;1;1;170;7500.0;3300.0;400.0
24268;Local comercial;Jesús María;0;0;0;35;900.0;320.0;
24269;Departamento;San Miguel;3;1;1;118;3000.0;1111.0;
24270;Almacén;La Perla;0;0;0;27000;340000.0;;6000.0
24271;Cochera;Pachacámac;0;1;0;0;300.0;;87.0
24272;Departamento;Ate;2;1;1;93;2900.0;1040.0;279.0
24273;Edificio completo;Santiago de Surco;0;0;0;1000;70000.0;;4989.0
24274;Departamento;Santa Anita;2;1;0;68;890.0;300.0;
24275;Departamento;Breña;3;1;1;100;3500.0;1500.0;200.0
24276;Local comercial;Ate;0;1;0;31;800.0;640.0;52.0
24277;Departamento;San Miguel;3;1;0;89;2500.0;600.0;59.0
24278;Casa en condominio;Villa El Salvador;4;3;1;160;3000.0;400.0;
24279;Departamento;San Borja;1;0;0;35;1000.0;410.0;57.0
24280;Almacén;Breña;0;0;0;2200;16000.0;;2500.0
24281;Departamento;Jesús María;2;2;1;78;1600.0;580.0;142.0
24282;Departamento;Punta Hermosa;3;1;0;99;2500.0;954.0;144.0
24283;Departamento;Chorrillos;2;1;1;101;5100.0;1310.0;270.0
24284;Departamento;San Luis;2;1;1;90;2500.0;938.0;178.0
24285;Casa en condominio;Jesús María;4;2;4;239;4991.0;1800.0;3200.0
24286;Departamento;Ate;2;2;1;97;3800.0;1500.0;3000.0
24287;Departamento;Jesús María;2;1;1;70;1600.0;570.0;120.0
24288;Local comercial;Callao;0;1;0;27;955.0;435.0;53.0
24289;Local comercial;Ate;0;1;0;36;1300.0;749.0;250.0
24290;Departamento;Ate;2;1;1;88;2300.0;1265.0;171.0
24291;Local comercial;Jesús María;0;1;0;22;750.0;485.0;112.0
24292;Local comercial;San Isidro;0;1;0;30;2000.0;550.0;
24293;Local comercial;Pachacámac;0;0;0;547;45000.0;11919.0;2412.0
24294;Departamento;Rímac;1;1;0;55;3700.0;728.0;126.0
24295;Departamento;Callao;2;0;0;50;900.0;350.0;15.0
24296;Local comercial;Pachacámac;0;0;0;59;2000.0;927.0;300.0
24297;Casa en condominio;Ancón;2;1;0;50;850.0;;
24298;Departamento;San Luis;1;0;0;70;1700.0;160.0;73.0
24299;Departamento;Punta Hermosa;1;1;1;82;3600.0;700.0;305.0
24300;Departamento;Ate;2;1;1;90;1800.0;1748.0;
24301;Departamento;Chorrillos;2;1;2;79;3500.0;1482.0;
24302;Departamento;Chaclacayo;2;1;0;86;2480.0;600.0;
24303;Almacén;San Miguel;0;0;0;1000;9800.0;;
24304;Edificio completo;Santiago de Surco;0;10;0;1900;50000.0;;3060.0
24305;Flat;Ate;2;1;2;64;2400.0;1300.0;120.0
24306;Tienda/Salón;Ate;0;1;0;42;1800.0;596.0;231.0
24307;Flat;Rímac;1;1;1;60;5000.0;2229.0;250.0
24308;Departamento;Jesús María;5;3;4;450;4600.0;1050.0;465.0
24309;Departamento;San Borja;4;1;1;180;5900.0;2268.0;267.0
24310;Departamento;Chorrillos;3;1;2;190;4950.0;1500.0;3549.0
24311;Departamento;Ate;4;4;2;172;4900.0;850.0;
24312;Departamento;Ate;2;2;1;109;5000.0;2000.0;680.0
24313;Departamento;Villa El Salvador;3;1;0;100;3500.0;785.0;
24314;Departamento;Ate;3;3;3;304;18000.0;3200.0;13780.0
24315;Casa en condominio;Villa El Salvador;2;1;0;61;1300.0;585.0;
24316;Casa comercial;Chorrillos;0;3;0;557;28000.0;;
24317;Departamento;Punta Hermosa;3;1;1;95;4000.0;1300.0;
24318;Departamento;San Isidro;2;2;0;90;1300.0;541.0;
24319;Local comercial;San Luis;0;1;0;36;900.0;550.0;56.0
24320;Departamento;Ate;2;1;1;75;3500.0;1260.0;190.0
24321;Habitación;San Borja;1;0;0;20;800.0;480.0;24.0
24322;Departamento;San Borja;2;2;1;80;2800.0;770.0;30.0
24323;Departamento;Ate;1;1;1;50;1200.0;700.0;
24324;Almacén;Pachacámac;0;0;0;700;14000.0;;
24325;Departamento;Comas;2;1;2;90;5500.0;950.0;181.0
24326;Departamento;San Borja;2;0;1;100;2800.0;950.0;200.0
24327;Departamento;Rímac;4;2;4;200;9500.0;2700.0;944.0
24328;Departamento;San Martín de Porres;2;0;0;66;1200.0;100.0;
24329;Departamento;Ventanilla;2;1;1;58;1200.0;450.0;
24330;Local comercial;Ate;0;1;0;21;850.0;600.0;112.0
24331;Departamento;San Borja;4;1;4;426;15000.0;3500.0;1370.0
24332;Departamento;La Molina;3;2;2;140;6000.0;1025.0;
24333;Departamento;Comas;3;0;1;300;22000.0;4000.0;
24334;Almacén;Chaclacayo;0;0;0;750;7000.0;;
24335;Departamento;San Borja;1;1;0;60;2000.0;650.0;98.0
24336;Casa de villa;San Miguel;3;0;0;87;2600.0;;
24337;Departamento;San Miguel;1;0;0;35;1500.0;370.0;47.0
24338;Local comercial;Ate;0;1;0;32;1200.0;944.0;236.0
24339;Departamento;Mi Perú;2;0;0;75;1200.0;460.0;
24340;Local comercial;Pachacámac;0;0;0;6;2492.0;;
24341;Casa;Lince;2;0;0;55;1000.0;;
24342;Departamento;Ate;2;1;1;76;1700.0;900.0;
24343;Almacén;Lince;0;0;0;500;7000.0;;
24344;Habitación;San Borja;1;1;0;50;2299.0;614.0;78.0
24345;Departamento;Breña;3;1;0;76;3000.0;801.0;
24346;Local comercial;Ventanilla;0;0;0;70;2990.0;;196.0
24347;Local comercial;San Borja;0;0;0;23;990.0;550.0;
24348;Departamento;Rímac;2;1;1;74;3500.0;823.0;202.0
24349;Departamento;San Borja;2;1;0;76;2500.0;760.0;163.0
24350;Departamento;Comas;3;1;0;100;3900.0;1500.0;238.0
24351;Departamento;Ate;3;2;1;116;3000.0;1497.0;323.0
24352;Departamento;Rímac;2;1;1;100;4500.0;1100.0;347.0
24353;Departamento;Santiago de Surco;2;0;0;90;3000.0;630.0;390.0
24354;Local comercial;Chorrillos;0;3;0;134;12000.0;5120.0;850.0
24355;Departamento;San Borja;1;0;0;30;1500.0;540.0;77.0
24356;Habitación;Villa El Salvador;1;0;0;23;900.0;332.0;30.0
24357;Departamento;Ate;4;3;2;357;7900.0;2235.0;
24358;Departamento;Pueblo Libre;2;0;0;68;2100.0;780.0;
24359;Departamento;Lince;2;1;1;67;2000.0;600.0;90.0
24360;Tienda/Salón;Chorrillos;0;0;0;25;700.0;;
24361;Local comercial;Pachacámac;0;0;0;320;10000.0;3693.0;1069.0
24362;Local comercial;San Luis;0;1;0;40;1100.0;;
24363;Local comercial;San Borja;0;1;0;35;1800.0;900.0;204.0
24364;Habitación;Pachacámac;0;0;0;22;700.0;194.0;20.0
24365;Local comercial;Lince;0;0;0;25;500.0;500.0;
24366;Departamento;San Luis;3;0;0;90;2000.0;;14.0
24367;Departamento;San Borja;4;0;1;230;6000.0;1700.0;
24368;Casa;Bellavista;2;1;0;70;1250.0;;
24369;Local comercial;Pachacámac;0;0;0;373;12000.0;7337.0;
24370;Departamento;Pueblo Libre;1;1;1;51;2200.0;1790.0;369.0
24371;Local comercial;Pachacámac;0;0;0;80;100.0;;
24372;Casa;Lince;4;3;0;120;1700.0;;
24373;Departamento;Ate;4;3;2;205;5000.0;2300.0;
24374;Departamento;Pachacámac;3;0;1;80;1450.0;800.0;65.0
24375;Flat;Comas;1;1;0;56;2600.0;2287.0;305.0
24376;Local comercial;Ate;0;2;0;121;4500.0;3650.0;
24377;Local comercial;Chorrillos;0;0;0;24;1000.0;800.0;
24378;Departamento;Rímac;3;0;2;95;6000.0;506.0;
24379;Departamento;Chorrillos;2;1;1;87;4800.0;1500.0;
24380;Departamento;Comas;4;2;1;195;9500.0;2500.0;
24381;Casa en condominio;Lince;3;3;0;215;2500.0;100.0;
24382;Departamento;Santa Anita;2;1;0;50;1300.0;420.0;36.0
24383;Departamento;San Borja;1;0;0;45;1700.0;560.0;30.0
24384;Departamento;San Miguel;2;0;0;106;1600.0;670.0;130.0
24385;Departamento;Lurigancho;4;2;2;160;7000.0;1985.0;627.0
24386;Departamento;La Perla;4;1;1;98;5500.0;1258.0;
24387;Departamento;Rímac;2;3;1;170;10000.0;2000.0;300.0
24388;Departamento;Ate;3;1;1;75;2700.0;750.0;81.0
24389;Departamento;San Luis;2;0;0;85;1300.0;;35.0
24390;Departamento;Chorrillos;2;1;1;70;2900.0;780.0;171.0
24391;Departamento;Comas;4;2;1;200;17000.0;3100.0;
24392;Local comercial;San Luis;0;1;0;36;900.0;550.0;56.0
24393;Tienda/Salón;Ate;0;1;0;68;3730.0;1735.0;961.0
24394;Local comercial;Pachacámac;0;1;0;367;27543.0;11385.0;1241.0
24395;Departamento;San Borja;1;0;0;52;1900.0;600.0;24.0
24396;Casa en condominio;Ate;5;5;3;450;14000.0;1440.0;1182.0
24397;Local comercial;Pachacámac;0;0;0;42;900.0;1190.0;243.0
24398;Local comercial;Pachacámac;0;0;0;28;850.0;317.0;
24399;Casa de villa;Comas;1;0;0;40;550.0;;
24400;Departamento;Comas;2;2;1;142;2800.0;1100.0;1100.0
24401;Habitación;San Borja;1;0;0;40;2000.0;500.0;53.0
24402;Departamento;Ate;4;3;1;220;4700.0;2450.0;480.0
24403;Departamento;Ate;2;1;1;70;2100.0;1775.0;139.0
24404;Departamento;Ate;4;3;3;173;5499.0;2450.0;400.0
24405;Local comercial;Pachacámac;0;0;0;293;8000.0;3150.0;805.0
24406;Departamento;Chorrillos;2;1;0;80;2000.0;1305.0;1500.0
24407;Flat;Ate;1;1;0;55;2100.0;1000.0;280.0
24408;Flat;Rímac;2;1;1;93;5000.0;1500.0;300.0
24409;Departamento;Ate;2;1;1;75;2500.0;600.0;187.0
24410;Departamento;Punta Hermosa;3;1;1;130;4000.0;1600.0;
24411;Casa en condominio;Ate;3;3;1;200;5000.0;800.0;282.0
24412;Departamento;San Borja;4;2;0;167;5000.0;1263.0;352.0
24413;Departamento;San Borja;1;1;0;55;2200.0;1680.0;80.0
24414;Departamento;Santa Anita;2;0;0;60;900.0;253.0;17.0
24415;Departamento;Rímac;2;0;0;53;2800.0;780.0;189.0
24416;Departamento;Chaclacayo;2;0;1;70;1650.0;20.0;
24417;Local comercial;Pachacámac;0;0;0;283;9500.0;3600.0;1478.0
24418;Tienda/Salón;Rímac;0;0;0;190;28000.0;1243.0;
24419;Departamento;Comas;3;2;1;249;19500.0;1000.0;940.0
24420;Casa en condominio;Ate;5;3;2;800;7009.0;;
24421;Local comercial;Pachacámac;0;0;0;59;1500.0;864.0;199.0
24422;Departamento;Jesús María;2;1;1;80;2000.0;600.0;120.0
24423;Tienda/Salón;Pachacámac;0;0;0;351;10000.0;3400.0;2185.0
24424;Departamento;Comas;1;0;0;31;1900.0;523.0;61.0
24425;Tienda/Salón;Punta Negra;0;0;0;201;2500.0;;787.0
24426;Departamento;San Borja;2;1;0;70;3000.0;761.0;86.0
24427;Local comercial;Ate;0;1;0;36;1450.0;680.0;516.0
24428;Departamento;Ate;3;3;3;140;7000.0;1350.0;5500.0
24429;Departamento;Punta Hermosa;3;1;1;130;3200.0;890.0;177.0
24430;Departamento;Jesús María;2;1;1;98;1300.0;800.0;188.0
24431;Departamento;San Borja;3;1;1;180;6000.0;1500.0;500.0
24432;Departamento;Punta Hermosa;3;0;0;90;2600.0;730.0;
24433;Departamento;Villa El Salvador;3;0;1;107;3000.0;1100.0;
24434;Departamento;Pueblo Libre;4;3;4;250;13000.0;3980.0;1000.0
24435;Departamento;Chorrillos;3;1;2;82;4400.0;1100.0;240.0
24436;Departamento;San Borja;3;1;2;158;10000.0;775.0;
24437;Departamento;San Borja;3;1;0;91;2900.0;1130.0;214.0
24438;Tienda/Salón;Los Olivos;0;0;0;96;1400.0;;
24439;Departamento;San Borja;4;0;1;279;3500.0;2025.0;
24440;Departamento;Ate;2;1;0;66;2500.0;1550.0;390.0
24441;Local comercial;Comas;0;0;0;40;2200.0;600.0;2864.0
24442;Departamento;Comas;2;2;2;83;5000.0;2000.0;300.0
24443;Departamento;Chorrillos;2;0;0;90;2200.0;510.0;90.0
24444;Departamento;Ate;3;2;1;100;3400.0;1437.0;187.0
24445;Local comercial;Ate;0;1;0;90;2500.0;1970.0;623.0
24446;Departamento;Punta Hermosa;3;1;0;85;2900.0;;
24447;Departamento;El Agustino;2;1;0;60;1200.0;;
24448;Departamento;Rímac;4;3;4;230;12000.0;3100.0;1005.0
24449;Local comercial;Comas;0;1;0;64;3000.0;2700.0;630.0
24450;Habitación;Chaclacayo;1;0;0;21;700.0;179.0;
24451;Departamento;Ate;3;2;1;242;2850.0;2300.0;378.0
24452;Departamento;San Borja;3;0;1;179;3500.0;1830.0;319.0
24453;Departamento;Rímac;3;1;1;118;5000.0;1100.0;370.0
24454;Departamento;Villa El Salvador;2;1;0;73;2600.0;1014.0;137.0
24455;Departamento;Santa Anita;3;2;2;167;1500.0;1081.0;333.0
24456;Departamento;Rímac;4;3;2;180;8000.0;1995.0;
24457;Local comercial;San Miguel;0;1;0;28;1500.0;872.0;
